,id,ScreenName,Location,date,text,label
991,991,45943,,13-03-2020,"Me getting ready to go to work at a grocery store while this Coronavirus is boomin and people are being psycho 
 https://t.co/WYKsIGN0yo
#CoronaVirus #COVID2019 #lockdown #CoronaOutbreak",1
996,996,45948,"Chicago, IL - USA",13-03-2020,"DONT FORGET TO BE POLITE TO OTHERS, ESPECIALLY THE PEOPLE WORKING AT THE GROCERY STORE RIGHT NOW! THEYRE WORKING THEIR ASSES OFF! #QuarantineAndChill #StateOfEmergency #Covid_19 #lockdown #NationalEmergency #CoronaOutbreak #FridayThoughts",1
997,997,45949,,13-03-2020,Wow now the time has come here too kindergartens amp schools are closed from Monday to April 20th because of Corona So we re not far from Italy s situation anymore I m going to do a lot of stock shopping today canned food frozen food drinks toilet paper,1
998,998,45950,,13-03-2020,"#Coronavirus: nieuw woord geleerd ""statistieken stalkers""

https://t.co/fLamEBSjwr

?[statistics] stalkers also agreed more than non-stalkers did with the statement that it was important to stock up on water, food and toilet paper to prepare for a virus outbreak",1
999,999,45951,,13-03-2020,"Wow, even expensive meat is gone. Supermarket packed. Disifectant is all gone. #Covid_19 https://t.co/6SBJS852GN",1
1002,1002,45954,,13-03-2020,"You can tell this episode of Here's Lucy is from a long time ago...because the grocery store they went to is fully stocked, ha!
Interesting timing to have it airing while our supermarkets have empty shelves!? 
#LosAngeles #California #emergencypreparedness #Covid_19 #coronavirus https://t.co/6AeporFXqm",1
1005,1005,45957,"Atlanta, GA",13-03-2020,Someone else said this Being able to stock up on food is a privilege Having sick leave is an American privilege WFH is an American privilege If you have these privileges do what you can to help others who don t We in this together  ,1
1006,1006,45958,"North Andover, MA",13-03-2020,"So someone please explain to me why we are encouraging people to stay in their houses and avoid public places and then shaming them WHEN THEY STOCK UP OF FOOD AND WATER TO STAY HOME! 
#Covid_19",1
1008,1008,45960,"San Antonio, TX",13-03-2020,"News: Grocery stores canÂt keep food on the shelves.

Mom: Should we stock up on food? 
Me: Na, IÂll just buy yÂall some beans and rice.

Arrive at @HEB - shelves empty ? sees 2 bags of rice ?

Mom: Nice they had rice, whereÂs the beans. 
Me: Um, so what happened was
#Covid_19 https://t.co/4idqoTHxcL",1
1009,1009,45961,free $bat 4 surfing the web,13-03-2020,"Wake-up call for the consumer society! I believe this is natures way of slapping us in the face. Wealth has to be divided equally across the globe. The infrastructure is here already (internet). To turn things around and manage this we have #DLT #Blockchain #bitcoin 
#Covid_19",1
1010,1010,45962,World,13-03-2020,"I'm sending love to doctors, nurses and supermarket employees across the world ? 

Together, all across the World we can beat this Virus!

#bitcoin #Covid_19 #covid19Nederland #COVID2019NL https://t.co/qxOUOsBIZQ",1
1011,1011,45963,Planet Earth,13-03-2020,"Ok, now this shit is gettin way outta hand! ??? #CostcoPanicBuying 
#coronapocalypse https://t.co/TR71hl0VUH",1
1013,1013,45965,"Texas, USA",13-03-2020,Omg I am in line just to get food!! I am back in Nicaragua ??thank you Democrats for promoting panic!!#coronapocalypse #Covid_19 https://t.co/L21eBcjIE9,1
1018,1018,45970,Limousin,13-03-2020,"I don't usually do that kind of tweet, but I would like to tell you guys how things went in my small place in France because of that #Covid_19. And trust me, I never... ever saw that in my entire life. Even some colleagues at the supermarket who are here for over 10 years...",1
1020,1020,45972,"Riverton, UT",13-03-2020,"Happy to report that I jumped on the panic shopping band wagon weeks ago and stocked up on the essentials, which really only consisted of dog food so my baby doesnÂt go hungry. #Priorities #Covid_19 #coronapocalypse https://t.co/I8ncKCuypo",1
1025,1025,45977,,13-03-2020,While others are able to work from home retail workers are the last ones standing during this pandemic Do you know if your store is taking the necessary measures to protect you and your community,1
1026,1026,45978,,13-03-2020,"People rushing to stock up of Food, Water, Vitamins C &amp; D plus Zinc to protect against covid-19 before all cities on the globe are LOCKED DOWN. Don't trust the W.H.O.
https://t.co/6jrXMMOGf4 
coronavirus paramedic animalcrossing switch raptors canucks oiler novascotia pei eos ny https://t.co/p3aRXsRNqo",1
1028,1028,45980,Leeds UK,13-03-2020,Shopping online because of #Covid_19 #CoronaVirus If you shop with  @boohoo remember to use TopCashback here is what you get back on online purchases sign up free https://t.co/rJjMjU43oU and you will also get a free Â£5 M&amp;S gift card #boohoo https://t.co/3UGPwVTllU,1
1034,1034,45986,"Glendale, AZ ",13-03-2020,A grown 40 something year old woman coughed directly on to the avocados at my local grocery store. She didnÂt even have the courtesy to aim for a less desirable fruit or vegetable. #coronavirus,1
1035,1035,45987,Cinema,13-03-2020,"It just shows the spine of our people, in the times of a global outbreak, few opportunists charge exorbitant prices for simple essentials like face mask and hand sanitizer. ????? ?? ????? ??? ??? ?????? 
#coronavirus #CoronavirusOutbreak #handsanitizer",1
1036,1036,45988,,13-03-2020,"@quietplacemovie @ParamountPics Why not release it On Demand, streaming? People wanna see it and we'll pay to see it the comfort of our (hopefully) COVID-19 free environment. ? Heck, add a ""COVID-19 tax"" for the consession/food revenue loss.",1
1039,1039,45991,"Auckland, New Zealand",13-03-2020,"What's happening now will definitely re-shape consumer's shopping habits, preferences and expectations in the future. Personal Safety and Hygiene may even top Sustainability or at the very least - be of equal importance. You heard it here first. #coronavirus #chaos",1
1040,1040,45992,,13-03-2020,"#coronavirusinKenya
Dear Kenyans...
Preachers will commence their miracle rallies to heal #Covid_19 ...Sell anointing oil to salvage and deliver the sinners..
Businesses will 'boom' ... exuberant prices on the basic stuff...
I hope the situation will be contained soon...",1
1041,1041,45993,Glasgow & London,13-03-2020,"""While online shopping may benefit in the short term, supply chain issues and uncertain consumer demand could dampen the e-commerce outlook.""

#coronavirus #covid #ecommerce #adimo

https://t.co/JkUZgvNFBw",1
1044,1044,45996,"MontrÃ©al, QuÃ©bec",13-03-2020,"#Coronavirus is hurting #store #foottraffic and #ecommerce won't help much, analysts say https://t.co/KDQMn8qq0C via @RetailDive #brickandmortar #retail #pandemic",1
1046,1046,45998,,13-03-2020,"So your telling me because of #Covid_19 we are suppose to stock food, stay at home, avoid physical contact with others....
So basically WERE BECOMING INTROVERTS
YAY #introverts UNITE",1
1047,1047,45999,MIA 2 DMV,13-03-2020,"Retail Store Capitalism reaping the benefits of the media's mass bombardment of #covid19 #coronavirus 

Have they colluded and splitting the profits?",1
1048,1048,46000,East Lothian Scotland ,13-03-2020,Just off the phone to my friend in Milan. They are not allowed out at all now unless it is to go to the nearest supermarket and they need an online permission form (you have to print it) and proof of address. Otherwise itÂs on the spot fines. #Covid_19,1
1051,1051,46003,"Chicago, IL",13-03-2020,"Between primaries and COVID-19, I've come to the unsettling realization that I cope with stress by online shopping. How many sweaters until I feel peace?",1
1055,1055,46007,Dubai,13-03-2020,"The price of garlic has shot up in #Tunisia amid a buying rush as consumers hope it will help protect against the new #coronavirus, despite caution from the World Health Organization @WHO. 

#COVID_19
https://t.co/hq3ZTqMPjE",1
1059,1059,46011,"Toronto, Ontario",13-03-2020,Me at the grocery store looking to buy a large bag of Sweet Chili Heat Doritos &amp; everyone else is panic buying 7 years worth of toilet paper and every box of pizza pockets in the frozen food aisle. #Covid_19 https://t.co/Tw5UbX6kjz,1
1064,1064,46016,Philadelphia,13-03-2020,I woke up early to make two different meal plans: regular and meatless. I have no clue what the status of the grocery store will look like today. ???? #Covid_19,1
1066,1066,46018,"Brisbane, Queensland",13-03-2020,"COVID-19 is getting out of hand now, rumours of the government shutting down the entire continent gathering pace &amp; food stock is disappearing from the markets.",1
1067,1067,46019,"Hopewell, NJ",13-03-2020,"@realDonaldTrump when, exactly, are these mobile testing sites gonna be up and running? Do we need a prescription?  Is this gonna be free? And why the F are we propping up the oil companies' prices? There go the cheap gasoline prices for consumers. #Where",1
1070,1070,46022,"Baltimore, MD",13-03-2020,"Today I would like to recognize another group of national heros, our supermarket employees.  Thank you for all of your hard work, patience, and understanding. Mind worked through the night to stock shelves and still greeted customers with smiles this morning. #Covid_19 #Heros",1
1072,1072,46024,,13-03-2020,#2 Make sure to thank retail store workers and delivery drivers who are dealing with a LOT. Take the time to ask how they are doing and thank them. #coronavirus #choosekindness,1
1073,1073,46025,"Palermo, ME ",13-03-2020,"For people not panicking right now, why the fuck arenÂt you? What supreme knowledge do you possess that others do not?",1
1075,1075,46027,,13-03-2020,I really want to know why people are stock piling food and toilet paper?  Like do you not normally shop at Costco normally?  My roommate and I bought toilet paper a month ago and we still have 24 rolls left. #lol #coronavirus #CoronaOutbreak,1
1076,1076,46028,"Utah, USA",13-03-2020,"I am happy to report that after all the Coronavirus protocols put in effect yesterday in Utah created a buying frenzy at the grocery store, life sustaining products were still available today. #Covid_19 #Priorities #survival #amwriting https://t.co/qxRTALUUaG",1
1084,1084,46036,"Brussels, Belgium",13-03-2020,"Thread on people showing #solidarity with one another in the #coronavirus crisis. Saw it yesterday at supermarket: some items were running out, but everyone was in good spirits, joking with each other (and with ourselves) about ""calm panic"" shopping, helping others reach things.",1
1085,1085,46037,"Munich, Bavaria",13-03-2020,Amid all the praise about #Homeoffice and the requests of #SocialDistancing I want to greet with a big smile all the supermarket employees and shop assistants who continue to go to work and make home office for many of us possible and thank them deeply! ? #Covid_19,1
1086,1086,46038,,13-03-2020,"Pretty sure I'm single handedly financing Poland.

Panic buying has led me to the World Foods section of the supermarket and I've just ransacked it.

#Covid_19",1
1087,1087,46039,Chelsea SW10,13-03-2020,"Why does every supermarket look like Tottenham HotspurÂs trophy cabinet.... here all week, also if I stay at home due to #COVID_19 IÂll be here longer https://t.co/HjaLUBFH0x",1
